operacao;tempo
criacao;0.0000150
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000090
criacao;0.0000100
criacao;0.0000090
criacao;0.0000100
criacao;0.0000100
criacao;0.0000090
criacao;0.0000110
criacao;0.0000100
criacao;0.0000090
criacao;0.0000100
criacao;0.0000090
criacao;0.0000100
criacao;0.0000100
criacao;0.0000090
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000090
criacao;0.0000090
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000090
criacao;0.0000140
criacao;0.0000160
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000140
criacao;0.0000120
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000120
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000100
criacao;0.0000110
criacao;0.0000110
criacao;0.0000110
criacao;0.0000130
